Clave,Descripción,Principio Activo,Laboratorio,IVA,SKU,PRECIO,Categoria
CD-46,QUETIAPINA TAB. 100 MG. CAJA C/30,QUETIAPINA,INDUSTRIAS SUANCA,N,7503028771646,$138.99,
CD-47,QUETIAPINA TAB. 25 MG. CAJA C/30,QUETIAPINA,INDUSTRIAS SUANCA,N,7503028771721,$136.64,
CD-48,ETORICOXIB TAB. 90 MG. CAJA C/28,ETORICOXIB,INDUSTRIAS SUANCA,N,7503028771585,$144.70,
CD-49,ETORICOXIB TAB. 120 MG. CAJA C/7,ETORICOXIB,INDUSTRIAS SUANCA,N,7503028771592,$61.82,
CD-50,PRAMIPEXOL TAB. 0.50 MG. CAJA C/30,PRAMIPEXOL,INDUSTRIAS SUANCA,N,7503028771714,$118.16,
CD-51,ROSUVASTATINA TAB. 20 MG. CAJA C/10,ROSUVASTATINA,INDUSTRIAS SUANCA,N,7503028771691,$51.74,Hipolipemiantes
CD-52,ROSUVASTATINA TAB. 10 MG. CAJA C/30,ROSUVASTATINA,INDUSTRIAS SUANCA,N,7503028771707,$72.69,Hipolipemiantes
CELL-100,KITOSCELL GEL CAJA C/TUBO C/10 G.,PIRFENIDONA,CELL PHARMA,Y,7502224228916,$374.93,
CELL-100,KITOSCELL GEL CAJA C/TUBO C/10 G.,PIRFENIDONA,CELL PHARMA,Y,7502224228916,$374.93,
CELL-101,KITOSCELL GEL CAJA C/TUBO C/30 G.,PIRFENIDONA,CELL PHARMA,Y,7502224228763,"$1,035.65",
CELL-101,KITOSCELL GEL CAJA C/TUBO C/30 G.,PIRFENIDONA,CELL PHARMA,Y,7502224228763,"$1,035.65",
CELL-102,KITOSCELL-Q GEL CAJA C/TUBO C/10 G.,PIRFENIDONA-DIALIL OXIDO DE DISULFURO MODIFICADO,CELL PHARMA,Y,7502224228619,$377.99,Combinados
CELL-103,KITOSCELL-Q GEL CAJA C/TUBO C/40 G.,PIRFENIDONA-DIALIL OXIDO DE DISULFURO MODIFICADO,CELL PHARMA,Y,7502224228688,"$1,202.09",Combinados
CELL-104,ACCUA ASEPTIC SOL. FCO. ATOMIZADOR C/60 ML.,DIALIL OXIDO DE DISULFURO MODIFICADO,CELL PHARMA,Y,7502224221030,$110.18,
CELL-105,ACCUA ASEPTIC SOL. FCO. ATOMIZADOR C/240 ML.,DIALIL OXIDO DE DISULFURO MODIFICADO,CELL PHARMA,Y,7502224225021,$274.82,
CHION-01,ALIN INY. 8 MG. CAJA C/AMP. C/2 ML.,DEXAMETASONA,CHINOIN,N,7501088505003,$81.09,Corticoesteroides
CHION-01,ALIN INY. 8 MG. CAJA C/AMP. C/2 ML.,DEXAMETASONA,CHINOIN,N,7501088505003,$81.09,Corticoesteroides
CHION-02,ALIN DEPOT INY. 8 MG. CAJA C/FCO. AMP. C/2 ML.,DEXAMETASONA,CHINOIN,N,7501088505157,$225.01,Corticoesteroides
CHION-02,ALIN DEPOT INY. 8 MG. CAJA C/FCO. AMP. C/2 ML.,DEXAMETASONA,CHINOIN,N,7501088505157,$225.01,Corticoesteroides
CHION-02,ALIN DEPOT INY. 8 MG. CAJA C/FCO. AMP. C/2 ML.,DEXAMETASONA,CHINOIN,N,7501088505157,$225.01,Corticoesteroides
CHION-03,ALIN NASAL SOL. CAJA C/FCO. GOTERO C/20 ML.,DEXAMETASONA-NEOMICINA-FENILEFRINA,CHINOIN,N,7501088505256,$185.25,Combinados
CHION-03,ALIN NASAL SOL. CAJA C/FCO. GOTERO C/20 ML.,DEXAMETASONA-NEOMICINA-FENILEFRINA,CHINOIN,N,7501088505256,$185.25,Combinados
CHION-04,ALIN OFTALMICO SOL. OFTALMICA CAJA C/FCO. GOTERO C/5 ML.,DEXAMETASONA-NEOMICINA,CHINOIN,N,7501088505355,$93.97,Combinados
CHION-05,ALIN TAB. 0.5 MG. CAJA C/30,DEXAMETASONA,CHINOIN,N,7501088505607,$96.21,Corticoesteroides
CHION-06,ALIN TAB. 0.75 MG. CAJA C/30,DEXAMETASONA,CHINOIN,N,7501088505706,$108.42,Corticoesteroides
CHION-07,A-MIGDOBIS SUPOSITORIOS 0.044 G. CAJA C/2 ADULTO,BISMUTO,CHINOIN,N,7501088508004,$73.92,
CHION-08,A-MIGDOBIS SUPOSITORIOS 0.022 G. CAJA C/2 INFANTIL,BISMUTO,CHINOIN,N,7501088508202,$73.92,
CHION-09,ANARA SOL. 7.5 MG. CAJA C/FCO. GOTERO C/20 ML.,PICOSULFATO DE SODIO,CHINOIN,N,7501088508912,$188.83,
CHION-10,ANARA TAB. 5 MG. CAJA C/20,PICOSULFATO DE SODIO,CHINOIN,N,7501088508929,$156.46,
CHION-11,ANARA JBE. 100 MG. CAJA C/FCO. C/125 ML. Y VASO DOSIFICADOR,PICOSULFATO DE SODIO,CHINOIN,N,7501088536410,$205.97,
CHION-12,ANTIFLU-DES CAP. CAJA C/24,AMANTADINA-CLORFENAMINA-PARACETAMOL,CHINOIN,N,7501088509773,$179.65,Combinados
CHION-12,ANTIFLU-DES CAP. CAJA C/24,AMANTADINA-CLORFENAMINA-PARACETAMOL,CHINOIN,N,7501088509773,$179.65,Combinados
CHION-13,ANTIFLU DES JR. JBE. INF. CAJA C/FCO. C/60 ML.,AMANTADINA-CLORFENAMINA-PARACETAMOL,CHINOIN,N,7501088509766,$145.15,Combinados
CHION-13,ANTIFLU DES JR. JBE. INF. CAJA C/FCO. C/60 ML.,AMANTADINA-CLORFENAMINA-PARACETAMOL,CHINOIN,N,7501088509766,$145.15,Combinados
CHION-14,ANTIFLU-DES PEDIATRICO SOL. CAJA C/FCO. GOTERO C/30 ML.,AMANTADINA-CLORFENAMINA-PARACETAMOL,CHINOIN,N,7501088509810,$166.88,Combinados
CHION-16,GABIROL CAP. 100 MG. CAJA C/14,RIMANTADINA,CHINOIN,N,7501088507854,$333.20,
CHION-17,GABIROL SOL. PED. CAJA C/FCO. GOTERO C/30 ML.,RIMANTADINA,CHINOIN,N,7501088507861,$348.54,
CHION-18,GABIROL SOL. CAJA C/FCO. C/120 ML.,RIMANTADINA,CHINOIN,N,7501088507878,$376.66,
CHION-19,GELAN PLUS GEL CAJA C/FCO. 250 ML.,MAGALDRATO-SIMETICONA,CHINOIN,N,7501088505720,$259.28,Combinados
CHION-20,GELAN PLUS GEL CAJA C/4 FCOS. C/40 ML.,MAGALDRATO-SIMETICONA,CHINOIN,N,7501088505737,$152.66,Combinados
CHION-21,GITRASEK CAP. 166/33.3 MG. CAJA C/12,ITRACONAZOL-SECNIDAZOL,CHINOIN,N,7501088509902,$538.38,Combinados
CHION-21,GITRASEK CAP. 166/33.3 MG. CAJA C/12,ITRACONAZOL-SECNIDAZOL,CHINOIN,N,7501088509902,$538.38,Combinados
CHION-22,GOTINAL ADULTO SOL. NASAL 1 MG. CAJA C/FCO. ATOMIZADOR C/15 ML.,NAFAZOLINA,CHINOIN,N,7501088509926,$132.27,
CHION-23,GOTINAL SOL. INF. 0.5 MG. CAJA C/FCO. ATOMIZADOR C/15 ML.,NAFAZOLINA,CHINOIN,N,7501088509919,$132.72,
CHION-24,GLUCOVEN TAB. 5 MG. CAJA C/30,GLIBENCLAMIDA,CHINOIN,N,7501088531002,$98.56,Diabetes
CHION-25,KOPTIN SUSP. 200 MG. CAJA C/FCO. C/PVO. P/22.5 ML.,AZITROMICINA,CHINOIN,N,7501088507915,$334.77,Antibióticos
CHION-25,KOPTIN SUSP. 200 MG. CAJA C/FCO. C/PVO. P/22.5 ML.,AZITROMICINA,CHINOIN,N,7501088507915,$334.77,Antibióticos
CHION-26,KOPTIN TAB. 500 MG. CAJA C/3,AZITROMICINA,CHINOIN,N,7501088507922,$439.49,Antibióticos
CHION-27,MELADININA UNGÜENTO 0.40 G. CAJA C/TUBO C/30 G.,METOXALENO,CHINOIN,N,7501088542756,$196.34,
CHION-28,MELADININA TAB. 10 MG. CAJA C/30,METOXALENO,CHINOIN,N,7501088542855,$284.14,
CHION-29,MYDOCALM-A CAP. 50/300 MG. CAJA C/30,TOLPERISONA-PARACETAMOL,CHINOIN,N,7501088545658,$420.11,Combinados
CHION-30,NEURALIN INY. CAJA C/2 AMP.,VITAMINA B1-VITAMINA B6-VITAMINA B12-DEXAMETASONA,CHINOIN,N,7501088505126,$171.92,Combinados
CHION-30,NEURALIN INY. CAJA C/2 AMP.,VITAMINA B1-VITAMINA B6-VITAMINA B12-DEXAMETASONA,CHINOIN,N,7501088505126,$171.92,Combinados
CHION-31,NEURALIN RELIEF TAB. CAJA C/20,KETOPROFENO-VITAMINA B1-VITAMINA B6-VITAMINA B12,CHINOIN,N,7501088508998,$497.84,Combinados
CHION-31,NEURALIN RELIEF TAB. CAJA C/20,KETOPROFENO-VITAMINA B1-VITAMINA B6-VITAMINA B12,CHINOIN,N,7501088508998,$497.84,Combinados
CHION-36,SEDEPRON TAB. 250 MG. CAJA C/10,CLONIXINATO DE LISINA,CHINOIN,N,7501088505409,$205.74,
CHION-39,SEPTACIN SOL. ORAL FCO. C/120 ML.,AMBROXOL,CHINOIN,N,7501088563423,$165.98,Expectorantes / Mucolíticos
CHION-40,SEPTACIN SOL. GOTAS PED. CAJA C/FCO. GOTERO C/30 ML.,AMBROXOL,CHINOIN,N,7501088563454,$126.90,Expectorantes / Mucolíticos
CHION-41,SCABISAN PLUS EMULSION FCO. C/120 ML.,PERMETRINA,CHINOIN,N,7501088559112,$213.36,
CHION-42,SCABISAN SHAMPOO SOL. FCO. C/110 ML. (CON PEINE),PERMETRINA,CHINOIN,N,7501088559129,$170.13,
CHION-42,SCABISAN SHAMPOO SOL. FCO. C/110 ML. (CON PEINE),PERMETRINA,CHINOIN,N,7501088559129,$170.13,
CHION-43,SCABISAN CMA. 5% CAJA C/TUBO C/60 G.,PERMETRINA,CHINOIN,N,7501088559211,$203.17,
CHION-47,SUMA-B INY. CAJA C/5 AMP. C/2 ML. Y 5 JERINGAS 3ML. C/AGUJA,VITAMINA B1-VITAMINA B6-VITAMINA B12,CHINOIN,N,7501088507908,$317.30,Combinados
CHION-47,SUMA-B INY. CAJA C/5 AMP. C/2 ML. Y 5 JERINGAS 3ML. C/AGUJA,VITAMINA B1-VITAMINA B6-VITAMINA B12,CHINOIN,N,7501088507908,$317.30,Combinados
CHION-47,SUMA-B INY. CAJA C/5 AMP. C/2 ML. Y 5 JERINGAS 3ML. C/AGUJA,VITAMINA B1-VITAMINA B6-VITAMINA B12,CHINOIN,N,7501088507908,$317.30,Combinados
CHION-48,SYNALAR-N SOL. FCO. GOTERO C/15 ML.,FLUOCINOLONA-POLIMIXINA B-NEOMICINA-FENILEFRINA,CHINOIN,N,7501088505416,$174.83,Combinados
CHION-49,SYNALAR-NEO CMA. CAJA C/TUBO C/40 G.,FLUOCINOLONA-NEOMICINA,CHINOIN,N,7501088505423,$309.01,Combinados
CHION-49,SYNALAR-NEO CMA. CAJA C/TUBO C/40 G.,FLUOCINOLONA-NEOMICINA,CHINOIN,N,7501088505423,$309.01,Combinados
CHION-50,SYNALAR SIMPLE CMA. 0.01% CAJA C/TUBO C/20 G.,FLUOCINOLONA,CHINOIN,N,7501088505430,$138.21,
CHION-50,SYNALAR SIMPLE CMA. 0.01% CAJA C/TUBO C/20 G.,FLUOCINOLONA,CHINOIN,N,7501088505430,$138.21,
CHION-51,SYNALAR SIMPLE CMA. 0.01% CAJA C/TUBO C/40 G.,FLUOCINOLONA,CHINOIN,N,7501088505447,$257.04,
CHION-52,SYNALAR SIMPLE CMA. 0.025% CAJA C/TUBO C/20 G.,FLUOCINOLONA,CHINOIN,N,7501088505454,$205.97,
CHION-53,SYNALAR-C CMA. 0.01% CAJA C/TUBO C/40 G.,FLUOCINOLONA-CLIOQUINOL,CHINOIN,N,7501088505461,$325.92,Combinados
CHION-54,SYNALAR OFTALMICO SOL. OFTALMICA FCO. GOTERO C/15 ML.,FLUOCINOLONA-POLIMIXINA B-NEOMICINA,CHINOIN,N,7501088505478,$205.97,Combinados
CHION-55,SYNALAR-O OTICO SOL. FCO. GOTERO C/15 ML.,FLUOCINOLONA-POLIMIXINA B-NEOMICINA,CHINOIN,N,7501088505485,$219.30,Combinados
CHION-55,SYNALAR-O OTICO SOL. FCO. GOTERO C/15 ML.,FLUOCINOLONA-POLIMIXINA B-NEOMICINA,CHINOIN,N,7501088505485,$219.30,Combinados
CHION-58,TROFERIT JBE. FCO. C/120 ML. Y DOSIFICADOR,DROPROPIZINA,CHINOIN,N,7501088575396,$184.58,
CHION-58,TROFERIT JBE. FCO. C/120 ML. Y DOSIFICADOR,DROPROPIZINA,CHINOIN,N,7501088575396,$184.58,
CHION-59,TROFERIT TAB. 30 MG. CAJA C/15,DROPROPIZINA,CHINOIN,N,7501088575495,$160.05,
CHION-59,TROFERIT TAB. 30 MG. CAJA C/15,DROPROPIZINA,CHINOIN,N,7501088575495,$160.05,
CHION-60,TROFERIT SUPOSITORIOS INF. 20 MG. CAJA C/8,DROPROPIZINA,CHINOIN,N,7501088575594,$134.51,
CHION-61,TOPRON CAP. 400 MG. CAJA C/16,NIFUROXAZIDA,CHINOIN,N,7501088579615,$177.74,
CHION-61,TOPRON CAP. 400 MG. CAJA C/16,NIFUROXAZIDA,CHINOIN,N,7501088579615,$177.74,
CHION-62,TOPRON SUSP. FCO. C/120 ML.,NIFUROXAZIDA,CHINOIN,N,7501088575600,$218.74,
CHION-63,ZYXEM TAB. 5 MG. CAJA C/10,LEVOCETIRIZINA,CHINOIN,N,7501088509001,$326.59,Antihistamínicos
CHION-64,ZYXEM TAB. 5 MG. CAJA C/30,LEVOCETIRIZINA,CHINOIN,N,7501088509032,$628.21,Antihistamínicos
CHION-65,ZYXEM SOL. 5 MG. CAJA C/FCO. C/20 ML. Y GOTERO,LEVOCETIRIZINA,CHINOIN,N,7501088509056,$263.76,Antihistamínicos
CHION-66,ZYXEM SOL. ORAL INF. 50 MG. CAJA C/FCO. C/200 ML.,LEVOCETIRIZINA,CHINOIN,N,7501088509049,$331.18,Antihistamínicos
CHION-66,ZYXEM SOL. ORAL INF. 50 MG. CAJA C/FCO. C/200 ML.,LEVOCETIRIZINA,CHINOIN,N,7501088509049,$331.18,Antihistamínicos
CHION-67,FEEL 360 TAB. CAJA C/10,PARACETAMOL-CAFEINA-FENILEFRINA CLORFENAMINA,CHINOIN,N,7501088509827,$33.38,Combinados
CHION-68,FEEL 360 DES CAP. CAJA C/12,PARACETAMOL-FENILEFRINA-CLORFENAMINA,CHINOIN,N,7501088509841,$43.01,Combinados
CHION-69,NORUTEC TAB. L.R. 10 MG. CAJA C/14,ILAPRAZOL,CHINOIN,N,7501088513794,$487.31,
CHION-70,TROFERIT-FLOW JBE. CAJA C/FCO. C/120 ML.,AMBROXOL-DROPROPIZINA,CHINOIN,N,7501088505829,$217.17,Combinados
CHION-71,TROFERIT-FLOW TAB. CAJA C/15,AMBROXOL-DROPROPIZINA,CHINOIN,N,7501088505836,$217.17,Combinados
CHION-72,AYTUGRE NS SUSP. 50 MCG. P/INHALACION NASAL C/15 ML. 120 DOSIS (FLUTICASONA),FLUTICASONA,CHINOIN,N,7501088505928,$484.51,Corticoides inhalados
CHION-73,"GOTINAL MAR SOFT FCO. ATOMIZADOR C/100 ML. (DESCONGESTIONA, HIDRATA Y ALIVIA)",AGUA DE MAR-ALOE VERA-MANZANILLA,CHINOIN,Y,7501088513817,$288.38,Combinados
CHION-73,"GOTINAL MAR SOFT FCO. ATOMIZADOR C/100 ML. (DESCONGESTIONA, HIDRATA Y ALIVIA)",AGUA DE MAR-ALOE VERA-MANZANILLA,CHINOIN,Y,7501088513817,$288.38,Combinados
CHION-74,GOTINAL MAR DEFENSE C/100 ML. ADULTO(LIMPIA Y PREVIENE),AGUA DE MAR-XILITOL,CHINOIN,Y,7501088513824,$343.86,Combinados
CHION-74,GOTINAL MAR DEFENSE C/100 ML. ADULTO(LIMPIA Y PREVIENE),AGUA DE MAR-XILITOL,CHINOIN,Y,7501088513824,$343.86,Combinados
CHION-75,GOTINAL MAR DEFENSE C/50 ML. INFANTIL (LIMPIA Y PREVIENE),AGUA DE MAR-XILITOL,CHINOIN,Y,7501088513848,$256.28,Combinados
CHION-75,GOTINAL MAR DEFENSE C/50 ML. INFANTIL (LIMPIA Y PREVIENE),AGUA DE MAR-XILITOL,CHINOIN,Y,7501088513848,$256.28,Combinados
CHION-76,KOPTIN TAB. 500 MG. CAJA C/4,AZITROMICINA,CHINOIN,N,7501088508028,$490.67,Antibióticos
CHION-77,PILEFHID TAB. 5 MG./0.25 MG. CAJA C/10 (LORATADINA/BETAMETASONA),LORATADINA-BETAMETASONA,CHINOIN,N,7501088503757,$188.83,Combinados
CHION-78,PILEFHID TAB. 5 MG./0.25 MG. CAJA C/20 (LORATADINA/BETAMETASONA),LORATADINA-BETAMETASONA,CHINOIN,N,7501088503764,$300.61,Combinados
CHION-80,FERRANINA SOL. GOTAS FCO. C/20 ML.,HIERRO POLIMALTOSADO,CHINOIN,N,7501088504150,$145.49,
CHION-81,FERRANINA SOL. FCO. C/100 ML.,HIERRO POLIMALTOSADO,CHINOIN,N,7501088504136,$125.89,
CHION-82,VENOFERRUM INY. CAJA C/1 AMP. C/5 ML.,HIERRO ELEMENTAL,CHINOIN,N,7501088504198,$514.30,
CHION-84,NEOSEVERIN SUSP. 25/20 MG. CAJA C/FCO. C/100 ML.,NAPROXENO SODICO-PARACETAMOL,CHINOIN,N,7501088505904,$177.30,Combinados
CHION-85,NEOSEVERIN TAB. 275 MG./300 MG. CAJA C/16,NAPROXENO SODICO-PARACETAMOL,CHINOIN,N,7501088505867,$207.54,Combinados
CHION-93,REACTIX TAB. 60 MG. CAJA C/20,LOXOPROFENO,CHINOIN,N,7501088505997,$440.94,
CHKTE-01,PRUEBA DE EMBARAZO CHECKATEK,PRUEBA DE EMBARAZO,COMERCIALIZADORA KELLY,Y,7500399002706,$24.52,
CL-10,COLLIFRIN SOL. NASAL INFANTIL CAJA C/FCO. C/20 ML.,OXIMETAZOLINA,COLLINS,N,780083144296,$32.14,Descongestionantes nasales
CL-101,GIMALXINA CAP. 500 MG. CAJA C/12,AMOXICILINA,COLLINS,N,780083140663,$26.21,Antibióticos
CL-109,DOLPROFEN TAB. 600 MG. CAJA C/FCO. C/45,IBUPROFENO,COLLINS,N,780083148836,$69.10,Analgésicos / AINEs
CL-11,COBEDINA NS TAB. 5/0.25 MG. CAJA C/10,LORATADINA-BETAMETASONA,COLLINS,N,780083148645,$11.20,Combinados
CL-110,DOLPROFEN TAB. 400 MG. CAJA C/FCO. C/45,IBUPROFENO,COLLINS,N,780083148812,$14.11,Analgésicos / AINEs
CL-117,VOLFENAC GEL 1.235% CAJA C/TUBO C/60 G.,DICLOFENACO DIETILAMONIO,COLLINS,N,780083141066,$28.45,Analgésicos / AINEs
CL-119,KENZOFLEX TAB. 500 MG. CAJA C/12,CIPROFLOXACINO,COLLINS,N,780083140540,$26.21,Antibióticos
CL-119,KENZOFLEX TAB. 500 MG. CAJA C/12,CIPROFLOXACINO,COLLINS,N,780083140540,$26.21,Antibióticos
CL-12,COBEDINA NS SOL. PEDIATRICA 100/5 MG. CAJA C/FCO. C/60 ML,LORATADINA-BETAMETASONA,COLLINS,N,780083148546,$32.48,Combinados
CL-12,COBEDINA NS SOL. PEDIATRICA 100/5 MG. CAJA C/FCO. C/60 ML,LORATADINA-BETAMETASONA,COLLINS,N,780083148546,$32.48,Combinados
CL-12,COBEDINA NS SOL. PEDIATRICA 100/5 MG. CAJA C/FCO. C/60 ML,LORATADINA-BETAMETASONA,COLLINS,N,780083148546,$32.48,Combinados
CL-120,BROSOLAN SOL. CAJA C/FCO. C/120 ML.,AMBROXOL,COLLINS,N,780083140960,$30.02,Expectorantes / Mucolíticos
CL-122,AMPIGRIN INY. ADULTO 3 FCOS. AMP. Y 3 ML. JER.,AMPICILINA-CLORFENIRAMINA-DIPIRONA-GUAYACOL-LIDOCA,COLLINS,N,780083140922,$86.80,Antibióticos
CL-122,AMPIGRIN INY. ADULTO 3 FCOS. AMP. Y 3 ML. JER.,AMPICILINA-CLORFENIRAMINA-DIPIRONA-GUAYACOL-LIDOCA,COLLINS,N,780083140922,$86.80,Antibióticos
CL-123,AMPIGRIN INY. INF. 3 FCOS. AMP. Y 3 ML. 3 JERINGAS,AMPICILINA-CLORFENIRAMINA-DIPIRONA-GUAYACOL-LIDOC,COLLINS,N,780083140939,$78.96,Antibióticos
CL-124,FIBROMUCIL PVO. FCO. C/250 G. FRESA,PSYLLIUM PLANTAGO,COLLINS,N,780083140328,$105.17,
CL-125,FIBROMUCIL PVO. FCO. C/250 G. NARANJA,PSYLLIUM PLANTAGO,COLLINS,N,780083140441,$105.17,
CL-125,FIBROMUCIL PVO. FCO. C/250 G. NARANJA,PSYLLIUM PLANTAGO,COLLINS,N,780083140441,$105.17,
CL-128,PLUSGEL TAB. MASTIC. FCO. C/50 MENTA-LIMON,ALUMINIO-MAGNESIO-DIMETICONA,COLLINS,N,780083140588,$43.34,Combinados
CL-133,VOLFENAC RETARD TAB. L.P. 100 MG. CAJA C/20,DICLOFENACO SODICO,COLLINS,N,780083148898,$18.70,Analgésicos / AINEs
CL-133,VOLFENAC RETARD TAB. L.P. 100 MG. CAJA C/20,DICLOFENACO SODICO,COLLINS,N,780083148898,$18.70,Analgésicos / AINEs
CL-135,DOLPROFEN TAB. 600 MG. CAJA C/10,IBUPROFENO,COLLINS,N,780083148843,$20.94,Analgésicos / AINEs
CL-135,DOLPROFEN TAB. 600 MG. CAJA C/10,IBUPROFENO,COLLINS,N,780083148843,$20.94,Analgésicos / AINEs
CL-137,DOLPROFEN TAB. 400 MG. CAJA C/10,IBUPROFENO,COLLINS,N,780083148829,$19.94,Analgésicos / AINEs
CL-138,DOLPROFEN TAB. 800 MG. CAJA C/10,IBUPROFENO,COLLINS,N,780083148805,$25.54,Analgésicos / AINEs
CL-138,DOLPROFEN TAB. 800 MG. CAJA C/10,IBUPROFENO,COLLINS,N,780083148805,$25.54,Analgésicos / AINEs
CL-14,COLLIFRIN SOL. NASAL ADULTO CAJA C/FCO. C/20 ML.,OXIMETAZOLINA,COLLINS,N,780083144302,$37.52,Descongestionantes nasales
CL-140,GIMABROL CAP. 500/30 MG. CAJA C/12,AMOXICILINA-AMBROXOL,COLLINS,N,780083141738,$38.30,Antibióticos
CL-140,GIMABROL CAP. 500/30 MG. CAJA C/12,AMOXICILINA-AMBROXOL,COLLINS,N,780083141738,$38.30,Antibióticos
CL-142,GELMICIN CMA. CAJA C/TUBO C/40 G.,BETAMETASONA-CLOTRIMAZOL-GENTAMICINA,COLLINS,N,780083148966,$21.73,Combinados
CL-142,GELMICIN CMA. CAJA C/TUBO C/40 G.,BETAMETASONA-CLOTRIMAZOL-GENTAMICINA,COLLINS,N,780083148966,$21.73,Combinados
CL-144,DECOSIL TAB. 275/300 MG. CAJA C/10,NAPROXENO-PARACETAMOL,COLLINS,N,780083141608,$20.27,Combinados
CL-145,DECOSIL SUSP. CAJA C/FCO. C/100 ML.,NAPROXENO-PARACETAMOL,COLLINS,N,780083141561,$43.57,Combinados
CL-148,SENLOIR TAB. 10 MG. CAJA C/20 (MONTELUKAST),MONTELUKAST,COLLINS,N,780083148904,$35.28,
CL-150,SOVICLOR CMA. CAJA C/TUBO C/5 G.,ACICLOVIR,COLLINS,N,780083141585,$19.60,Antivirales
CL-151,ANGLUCID TAB. 850 MG. CAJA C/30,METFORMINA,COLLINS,N,780083141714,$18.48,Diabetes
CL-152,GIMACLAV TAB. 500/125 MG. CAJA C/FCO. C/10 (AMOXICILINA/ACIDO CLAVULANICO),AMOXICILINA-ACIDO CLAVULANICO,COLLINS,N,780083149178,$45.02,Antibióticos
CL-153,GIMACLAV 12H TAB. 875/125 MG. CAJA C/10 (AMOXICILINA/ACIDO CLAVULANICO),AMOXICILINA-ACIDO CLAVULANICO,COLLINS,N,780083149185,$52.53,Antibióticos
CL-155,GIMALXINA SUSP. 500 MG. FCO. C/PVO. P/75 ML.,AMOXICILINA,COLLINS,N,780083141882,$41.44,Antibióticos
CL-155,GIMALXINA SUSP. 500 MG. FCO. C/PVO. P/75 ML.,AMOXICILINA,COLLINS,N,780083141882,$41.44,Antibióticos
CL-155,GIMALXINA SUSP. 500 MG. FCO. C/PVO. P/75 ML.,AMOXICILINA,COLLINS,N,780083141882,$41.44,Antibióticos
CL-156,DOLPRIN TAB. 200 MG. CAJA C/10,IBUPROFENO,COLLINS,N,780083140762,$11.20,Analgésicos / AINEs
CL-158,DOLPRIN SUSP. CAJA C/FCO. C/120 ML.,IBUPROFENO,COLLINS,N,780083141929,$28.22,Analgésicos / AINEs
CL-158,DOLPRIN SUSP. CAJA C/FCO. C/120 ML.,IBUPROFENO,COLLINS,N,780083141929,$28.22,Analgésicos / AINEs
CL-158,DOLPRIN SUSP. CAJA C/FCO. C/120 ML.,IBUPROFENO,COLLINS,N,780083141929,$28.22,Analgésicos / AINEs
CL-160,VOLFENAC INY. 75 MG. CAJA C/4 AMP. C/3 ML.,DICLOFENACO SODICO,COLLINS,N,780083142025,$40.54,Analgésicos / AINEs
CL-161,GIMALXINA SUSP. 250 MG. FCO. C/PVO. P/75 ML.,AMOXICILINA,COLLINS,N,780083141875,$34.83,Antibióticos
CL-161,GIMALXINA SUSP. 250 MG. FCO. C/PVO. P/75 ML.,AMOXICILINA,COLLINS,N,780083141875,$34.83,Antibióticos
CL-161,GIMALXINA SUSP. 250 MG. FCO. C/PVO. P/75 ML.,AMOXICILINA,COLLINS,N,780083141875,$34.83,Antibióticos
CL-161,GIMALXINA SUSP. 250 MG. FCO. C/PVO. P/75 ML.,AMOXICILINA,COLLINS,N,780083141875,$34.83,Antibióticos
CL-165,LOVARIN TAB. 10 MG. CAJA C/10,LORATADINA,COLLINS,N,780083141981,$10.42,Antihistamínicos
CL-17,BEXINE SOL. NASAL CAJA C/FCO. C/15 ML.,DEXAMETASONA-NEOMICINA-FENILEFRINA,COLLINS,N,780083139544,$38.98,Combinados
CL-172,TEMPIRE PFC COMPR. 500 MG./50 MG. CAJA C/24,PARACETAMOL-CAFEINA,COLLINS,N,780083149888,$24.30,Combinados
CL-173,TEMPIRE SOL. GTS. INFANTIL CAJA C/FCO. C/30 ML.,PARACETAMOL,COLLINS,N,780083142308,$31.47,Analgésicos
CL-175,DILOSTOP TAB. 2 MG. CAJA C/12,LOPERAMIDA,COLLINS,N,780083142506,$12.32,Antidiarreicos
CL-177,AURICAM TAB. 15 MG. CAJA C/10,MELOXICAM,COLLINS,N,780083142292,$12.54,
CL-178,BIDROZIL CMA. CAJA C/TUBO C/40 G.,NISTATINA-TRIAMCINOLONA,COLLINS,N,780083142872,$33.04,Antifúngicos
CL-179,COLLICORT CMA. 1.0% CAJA C/TUBO C/60 G.,HIDROCORTISONA,COLLINS,N,780083142537,$42.00,Corticoesteroides
CL-179,COLLICORT CMA. 1.0% CAJA C/TUBO C/60 G.,HIDROCORTISONA,COLLINS,N,780083142537,$42.00,Corticoesteroides
CL-18,BEXINE INY. 8 MG. CAJA C/1 FCO. AMP. C/2 ML. Y JERINGA,DEXAMETASONA,COLLINS,N,780083141516,$26.21,Corticoesteroides
CL-180,COLLICORT CMA. 2.5% CAJA C/TUBO C/60 G.,HIDROCORTISONA,COLLINS,N,780083142544,$79.63,Corticoesteroides
CL-180,COLLICORT CMA. 2.5% CAJA C/TUBO C/60 G.,HIDROCORTISONA,COLLINS,N,780083142544,$79.63,Corticoesteroides
CL-180,COLLICORT CMA. 2.5% CAJA C/TUBO C/60 G.,HIDROCORTISONA,COLLINS,N,780083142544,$79.63,Corticoesteroides
CL-185,CIGMADIL CAP. 300 MG. CAJA C/16,CLINDAMICINA,COLLINS,N,780083142605,$50.74,Antibióticos
